Start Time,End Time,Experiment,Model,Prompt,Exam,Questions,Accuracy,Input Tokens,Output Tokens,Total Tokens,Tokens per Question,Total Cost,Cost per Question,Runtime,Runtime per Question
2023-12-02 11:09:36,2023-12-02 11:13:19,gpt-35-turbo - concise - comprehensive-100,gpt-35-turbo,concise,comprehensive-100,100,0.6,51108,86579,137687,1376.87,0.24982000000000001,0.0024982000000000003,222.998079,2.22998079
