Start Time,End Time,Experiment,Model,Prompt,Exam,Questions,Accuracy,Input Tokens,Output Tokens,Total Tokens,Tokens per Question,Total Cost,Cost per Question,Runtime,Runtime per Question
2023-11-30 19:00:46,2023-11-30 19:01:28,gpt-35-turbo - baseline - logiqa-en-100,gpt-35-turbo,baseline,logiqa-en-100,100,0.38,38155,6586,44741,447.41,0.0704045,0.0007040449999999999,42.139631,0.42139631
